2013,,,
SS,Ozzie Smith,St. Louis,NL
OF,Andy Van Slyke,Pittsburgh,NL
OF,Barry Bonds,Pittsburgh,NL
OF,Tony Gwynn,San Diego,NL
1990,,,NL
P,Greg Maddux,Chicago,NL
C,Benito Santiago,San Diego,NL
1B,Andres Galarraga,Montreal,NL
2B,Ryne Sandberg,Chicago,NL
3B,Tim Wallach,Montreal,NL
SS,Ozzie Smith,St. Louis,NL
OF,Barry Bonds,Pittsburgh,NL
OF,Tony Gwynn,San Diego,NL
OF,Andy Van Slyke,Pittsburgh,NL
1989,,,NL
P,Ron Darling,New York,NL
C,Benito Santiago,San Diego,NL
1B,Andres Galarraga,Montreal,NL
2B,Ryne Sandberg,Chicago,NL
3B,Terry Pendleton,St. Louis,NL
SS,Ozzie Smith,St. Louis,NL
OF,Eric Davis,Cincinnati,NL
OF,Tony Gwynn,San Diego,NL
OF, Andy Van Slyke,Pittsburgh,NL
1988,,,NL
P,Orel Hershiser,Los Angeles,NL
C,Benito Santiago,San Diego,NL
1B,Keith Hernandez,New York,NL
2B,Ryne Sandberg,Chicago,NL
3B,Tim Wallach,Montreal,NL
SS,Ozzie Smith,St. Louis,NL
OF,Andre Dawson,Chicago,NL
OF,Eric Davis,Cincinnati,NL
OF,Andy Van Slyke,Pittsburgh,NL
1987,,,NL
P,Rick Reuschel,San Francisco,NL
C,Mike LaValliere,Pittsburgh,NL
1B,Keith Hernandez,New York,NL
2B,Ryne Sandberg,Chicago,NL
3B,Terry Pendleton,St. Louis,NL
SS,Ozzie Smith,St. Louis,NL
OF,Eric Davis,Cincinnati,NL
OF,Andre Dawson,Chicago,NL
OF,Tony Gwynn,San Diego,NL
1986,,,NL
P,F. Valenzuela,Los Angeles,NL
C,Jody Davis,Chicago,NL
1B,Keith Hernandez,New York,NL
2B,Ryne Sandberg,Chicago,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Ozzie Smith,St. Louis,NL
OF,Dale Murphy,Atlanta,NL
OF,Willie McGee,St. Louis,NL
OF,Tony Gwynn,San Diego,NL
1985,,,NL
P,Rick Reuschel,Pittsburgh,NL
C,Tony Pena,Pittsburgh,NL
1B,Keith Hernandez,New York,NL
2B,Ryne Sandberg,Chicago,NL
3B,Tim Wallach,Montreal,NL
SS,Ozzie Smith,St. Louis,NL
OF,Willie McGee,St. Louis,NL
OF,Andre Dawson,Montreal,NL
OF,Dale Murphy,Atlanta,NL
,,,NL
1984,,,NL
P,Joaquin Andujar,St. Louis,NL
C,Tony Pena,Pittsburgh,NL
1B,Keith Hernandez,New York,NL
2B,Ryne Sandberg,Chicago,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Ozzie Smith,St. Louis,NL
OF,Dale Murphy,Atlanta,NL
OF,Bob Dernier,Chicago,NL
OF,Andre Dawson,Montreal,NL
1983,,,NL
P,Phil Niekro,Atlanta,NL
C,Tony Pena,Pittsburgh,NL
1B,Keith Hernandez, St. Louis/New York,NL
2B,Ryne Sandberg,Chicago,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Ozzie Smith,St. Louis,NL
OF,Andre Dawson,Montreal,NL
OF,Dale Murphy,Atlanta,NL
OF,Willie McGee,St. Louis,NL
1982,,,NL
P,Phil Niekro,Atlanta,NL
C,Gary Carter,Montreal,NL
1B,Keith Hernandez,St. Louis,NL
2B,Manny Trillo,Philadelphia,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Ozzie Smith,St. Louis,NL
OF,Andre Dawson,Montreal,NL
OF,Dale Murphy,Atlanta,NL
OF,Garry Maddox,Philadelphia,NL
1981,,,NL
P,Steve Carlton,Philadelphia,NL
C,Gary Carter,Montreal,NL
1B,Keith Hernandez,St. Louis,NL
2B,Manny Trillo,Philadelphia,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Ozzie Smith,San Diego,NL
OF,Andre Dawson,Montreal,NL
OF,Garry Maddox,Philadelphia,NL
OF,Dusty Baker,Los Angeles,NL
1980,,,NL
P,Phil Niekro,Atlanta,NL
C,Gary Carter,Montreal,NL
1B,Keith Hernandez,St. Louis,NL
2B,Doug Flynn,New York,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Ozzie Smith,San Diego,NL
OF,Andre Dawson,Montreal,NL
OF,Garry Maddox,Philadelphia,NL
OF,Dave Winfield,San Diego,NL
1979,,,NL
P,Phil Niekro,Atlanta,NL
C,Bob Boone,Philadelphia,NL
1B,Keith Hernandez,St. Louis,NL
2B,Manny Trillo,Philadelphia,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Dave Concepcion,Cincinnati,NL
OF,Garry Maddox,Philadelphia,NL
OF,Dave Parker,Pittsburgh,NL
OF,Dave Winfield,San Diego,NL
1978,,,NL
P,Phil Niekro,Atlanta,NL
C,Bob Boone,Philadelphia,NL
1B,Keith Hernandez,St. Louis,NL
2B,Davey Lopes,Los Angeles,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Larry Bowa,Philadelphia,NL
OF,Garry Maddox,Philadelphia,NL
OF,Dave Parker,Pittsburgh,NL
OF,Ellis Valentine,Montreal,NL
1977,,,NL
P,Jim Kaat,Philadelphia,NL
C,Johnny Bench,Cincinnati,NL
1B,Steve Garvey,Los Angeles,NL
2B,Joe Morgan,Cincinnati,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Dave Concepcion,Cincinnati,NL
OF,Garry Maddox,Philadelphia,NL
OF,Dave Parker,Pittsburgh,NL
OF,Cesar Geronimo,Cincinnati,NL
1976,,,NL
P,Jim Kaat,Philadelphia,NL
C,Johnny Bench,Cincinnati,NL
1B,Steve Garvey,Los Angeles,NL
2B,Joe Morgan,Cincinnati,NL
3B,Mike Schmidt,Philadelphia,NL
SS,Dave Concepcion,Cincinnati,NL
OF,Garry Maddox,Philadelphia,NL
OF,Cesar Cedeno,Houston,NL
OF,Cesar Geronimo,Cincinnati,NL
1975,,,NL
P,Andy Messersmith,Los Angeles,NL
C,Johnny Bench,Cincinnati,NL
1B,Steve Garvey,Los Angeles,NL
2B,Joe Morgan,Cincinnati,NL
3B,Ken Reitz,St. Louis,NL
SS,Dave Concepcion,Cincinnati,NL
OF,Garry Maddox,Philadelphia,NL
OF,Cesar Cedeno,Houston,NL
OF,Cesar Geronimo,Cincinnati,NL
1974,,,NL
P,Andy Messersmith,Los Angeles,NL
C,Johnny Bench,Cincinnati,NL
1B,Steve Garvey,Los Angeles,NL
2B,Joe Morgan,Cincinnati,NL
3B,Doug Rader,Houston,NL
SS,Dave Concepcion,Cincinnati,NL
OF,Bobby Bonds,San Francisco,NL
OF,Cesar Cedeno,Houston,NL
OF,Cesar Geronimo,Cincinnati,NL
1973,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Bench,Cincinnati,NL
1B,Mike Jorgensen,Montreal,NL
2B,Joe Morgan,Cincinnati,NL
3B,Doug Rader,Houston,NL
SS,Roger Metzger,Houston,NL
OF,Bobby Bonds,San Francisco,NL
OF,Cesar Cedeno,Houston,NL
OF,Willie Davis,Los Angeles,NL
1972,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Bench,Cincinnati,NL
1B,Wes Parker,Los Angeles,NL
2B,Tommy Helms,Houston,NL
3B,Doug Rader,Houston,NL
SS,Larry Bowa,Philadelphia,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Cesar Cedeno,Houston,NL
OF,Willie Davis,Los Angeles,NL
1971,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Bench,Cincinnati,NL
1B,Wes Parker,Los Angeles,NL
2B,Tommy Helms,Cincinnati,NL
3B,Doug Rader,Houston,NL
SS,Bud Harrelson,New York,NL
OF,Bobby Bonds,San Francisco,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Davis,Los Angeles,NL
1970,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Bench,Cincinnati,NL
1B,Wes Parker,Los Angeles,NL
2B,Tommy Helms,Cincinnati,NL
3B,Doug Rader,Houston,NL
SS,Don Kessinger,Chicago,NL
OF,Tommie Agee,New York,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Pete Rose,Cincinnati,NL
1969,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Bench,Cincinnati,NL
1B,Wes Parker,Los Angeles,NL
2B,Felix Millan,Atlanta,NL
3B,Clete Boyer,Atlanta,NL
SS,Don Kessinger,Chicago,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Pete Rose,Cincinnati,NL
1968,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Bench,Cincinnati,NL
1B,Wes Parker,Los Angeles,NL
2B,Glenn Beckert,Chicago,NL
3B,Ron Santo,Chicago,NL
SS,Dal Maxvill,St. Louis,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1967,,,NL
P,Bob Gibson,St. Louis,NL
C,Randy Hundley,Chicago,NL
1B,Wes Parker,Los Angeles,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ron Santo,Chicago,NL
SS,Gene Alley,Pittsburgh,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1966,,,NL
P,Bob Gibson,St. Louis,NL
C,Johnny Roseboro,Los Angeles,NL
1B,Bill White,Philadelphia,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ron Santo,Chicago,NL
SS,Gene Alley,Pittsburgh,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1965,,,NL
P,Bob Gibson,St. Louis,NL
C,Joe Torre,Milwaukee,NL
1B,Bill White,St. Louis,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ron Santo,Chicago,NL
SS,Leo Cardenas,Cincinnati,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1964,,,NL
P,Bobby Shantz,St. Louis,NL
C,Johnny Edwards,Cincinnati,NL
1B,Bill White,St. Louis,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ron Santo,Chicago,NL
SS,Ruben Amaro,Cincinnati,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1963,,,NL
P,Bobby Shantz,St. Louis,NL
C,Johnny Edwards,Cincinnati,NL
1B,Bill White,St. Louis,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ken Boyer,St. Louis,NL
SS,Bobby Wine,Philadelphia,NL
OF,Curt Flood,St. Louis,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1962,,,NL
P,Bobby Shantz,St. Louis,NL
C,Del Crandall,Milwaukee,NL
1B,Bill White,St. Louis,NL
2B,Ken Hubbs,Chicago,NL
3B,Jim Davenport,San Francisco,NL
SS,Maury Wills,Los Angeles,NL
OF,Bill Virdon,Pittsburgh,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1961,,,NL
P,Bobby Shantz,St. Louis,NL
C,Johnny Roseboro,Los Angeles,NL
1B,Bill White,St. Louis,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ken Boyer,St. Louis,NL
SS,Maury Wills,Los Angeles,NL
OF,Vada Pinson,Cincinnati,NL
OF,Roberto Clemente,Pittsburgh,NL
OF,Willie Mays,San Francisco,NL
1960,,,NL
P,Harvey Haddix,Pittsburgh,NL
C,Del Crandall,Milwaukee,NL
1B,Bill White,St. Louis,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ken Boyer,St. Louis,NL
SS,Ernie Banks,Chicago,NL
LF,Wally Moon,Los Angeles,NL
CF,Willie Mays,San Francisco,NL
RF,Hank Aaron,Milwaukee,NL
1959,,,NL
P,Harvey Haddix,Pittsburgh,NL
C,Del Crandall,Milwaukee,NL
1B,Gil Hodges,Los Angeles,NL
2B,Charlie Neal,Los Angeles,NL
3B,Ken Boyer,St. Louis,NL
SS,Roy McMillan,Cincinnati,NL
LF,Jackie Brandt,San Francisco,NL
CF,Willie Mays,San Francisco,NL
RF,Hank Aaron,Milwaukee,NL
1958,,,NL
P,Harvey Haddix,Cincinnati,NL
C,Del Crandall,Milwaukee,NL
1B,Gil Hodges,Los Angeles,NL
2B,Bill Mazeroski,Pittsburgh,NL
3B,Ken Boyer,St. Louis,NL
SS,Roy McMillan,Cincinnati,NL
LF,Frank Robinson,Cincinnati,NL
CF,Willie Mays,San Francisco,NL
RF,Hank Aaron,Milwaukee,NL
1957,,,ML
P,Bobby Shantz,New York,ML
C,Sherm Lollar,Chicago,ML
1B,Gil Hodges,Brooklyn,ML
2B,Nellie Fox,Chicago,ML
3B,Frank Malzone,Boston,ML
SS,Roy McMillan,Cincinnati,ML
LF,Minnie Minoso,Cleveland,ML
CF,Willie Mays,New York,ML
RF,Al Kaline,Detroit,ML
